Date,Code région,Season,Période,Day_type,Total énergie soutirée (MWh),Conso_1pt (KWh),Région
2022-08-25,24,Summer,période 2,School Holidays,13862.185946,294.889711921618,Centre-Val de Loire
2022-08-25,32,Summer,période 2,School Holidays,27171.981411,312.2616242845737,Hauts-de-France
2022-08-26,24,Summer,période 2,School Holidays,13813.898605,293.73511001058097,Centre-Val de Loire
2022-08-26,32,Summer,période 2,School Holidays,27066.910339000002,311.0874406961288,Hauts-de-France
2022-08-27,24,Summer,période 2,Week-end,13697.694771,276.70410246695343,Centre-Val de Loire
2022-08-27,32,Summer,période 2,Week-end,26844.893345,295.8554592909995,Hauts-de-France
2022-08-28,24,Summer,période 2,Week-end,13597.885762,267.7882579994766,Centre-Val de Loire
2022-08-28,32,Summer,période 2,Week-end,26853.053505,290.5096714750672,Hauts-de-France
2022-08-29,24,Summer,période 2,School Holidays,13820.290342,283.72633965174794,Centre-Val de Loire
2022-08-29,32,Summer,période 2,School Holidays,27309.731778,304.7565382984524,Hauts-de-France
2022-08-30,24,Summer,période 2,School Holidays,13859.565793,292.4845310268955,Centre-Val de Loire
2022-08-30,32,Summer,période 2,School Holidays,27403.501748,313.76448447328625,Hauts-de-France
2022-08-31,24,Summer,période 2,School Holidays,13826.961494,290.52585954802953,Centre-Val de Loire
2022-08-31,32,Summer,période 2,School Holidays,27334.184859,311.3428334235831,Hauts-de-France
2022-09-01,24,Summer,période 23,Normal Day,13756.46057,286.66198798940724,Centre-Val de Loire
2022-09-01,32,Summer,période 23,Normal Day,27295.725661,323.20243172659883,Hauts-de-France
2022-09-02,24,Summer,période 23,Normal Day,13642.479311,283.13380831058436,Centre-Val de Loire
2022-09-02,32,Summer,période 23,Normal Day,27117.267091,321.70298971048226,Hauts-de-France
2022-09-03,24,Summer,période 23,Week-end,13630.734835,266.7485235155233,Centre-Val de Loire
2022-09-03,32,Summer,période 23,Week-end,27108.736898,303.3602470044362,Hauts-de-France
2022-09-04,24,Summer,période 23,Week-end,13633.448796,260.87367073038564,Centre-Val de Loire
2022-09-04,32,Summer,période 23,Week-end,27233.571088,301.90633954305287,Hauts-de-France
2022-09-05,24,Summer,période 23,Normal Day,13707.206333,277.02715804729877,Centre-Val de Loire
2022-09-05,32,Summer,période 23,Normal Day,27411.347262,315.78592145098503,Hauts-de-France
2022-09-06,24,Summer,période 23,Normal Day,13695.434764,283.88998701154344,Centre-Val de Loire
2022-09-06,32,Summer,période 23,Normal Day,27433.05744,323.8783854907771,Hauts-de-France
2022-09-07,24,Summer,période 23,Normal Day,13761.395965,280.198698327988,Centre-Val de Loire
2022-09-07,32,Summer,période 23,Normal Day,27645.796908,320.27458315127274,Hauts-de-France
2022-09-08,24,Summer,période 23,Normal Day,13500.374661,278.09898825860387,Centre-Val de Loire
2022-09-08,32,Summer,période 23,Normal Day,27121.860768,318.6699878398822,Hauts-de-France
2022-09-09,24,Summer,période 23,Normal Day,13586.54037,277.6117889067148,Centre-Val de Loire
2022-09-09,32,Summer,période 23,Normal Day,27279.53316,318.59729711350127,Hauts-de-France
2022-09-10,24,Summer,période 23,Week-end,13614.788358,263.06253051375177,Centre-Val de Loire
2022-09-10,32,Summer,période 23,Week-end,27422.765057,302.1163783175073,Hauts-de-France
2022-09-11,24,Summer,période 23,Week-end,13541.719133,256.8856881046738,Centre-Val de Loire
2022-09-11,32,Summer,période 23,Week-end,27309.390209,302.2329425370265,Hauts-de-France
2022-09-12,24,Summer,période 23,Normal Day,13557.124414,272.2788507848058,Centre-Val de Loire
2022-09-12,32,Summer,période 23,Normal Day,27325.122844,315.13215463624624,Hauts-de-France
2022-09-13,24,Summer,période 23,Normal Day,13657.221694,282.3112381723459,Centre-Val de Loire
2022-09-13,32,Summer,période 23,Normal Day,27664.314972,326.18438508931376,Hauts-de-France
2022-09-14,24,Summer,période 23,Normal Day,13820.889731,280.02747097978056,Centre-Val de Loire
2022-09-14,32,Summer,période 23,Normal Day,28063.033337,324.51756043587073,Hauts-de-France
2022-09-15,24,Summer,période 23,Normal Day,13632.614544,278.74659097015683,Centre-Val de Loire
2022-09-15,32,Summer,période 23,Normal Day,27634.087674,325.1265387539081,Hauts-de-France
2022-09-16,24,Summer,période 23,Normal Day,13650.267131,276.89556185021183,Centre-Val de Loire
2022-09-16,32,Summer,période 23,Normal Day,27660.623439,322.7770239847047,Hauts-de-France
2022-09-17,24,Summer,période 23,Week-end,13824.607944,261.8802895466089,Centre-Val de Loire
2022-09-17,32,Summer,période 23,Week-end,27959.834890000002,304.3334118373549,Hauts-de-France
2022-09-18,24,Summer,période 23,Week-end,13994.399293,257.00133914847726,Centre-Val de Loire
2022-09-18,32,Summer,période 23,Week-end,28291.127719,303.54069952354814,Hauts-de-France
2022-09-19,24,Summer,période 23,Normal Day,13905.048646,270.8557526719631,Centre-Val de Loire
2022-09-19,32,Summer,période 23,Normal Day,28089.301732,315.05760133883444,Hauts-de-France
2022-09-20,24,Summer,période 23,Normal Day,14052.25232,279.04754142649966,Centre-Val de Loire
2022-09-20,32,Summer,période 23,Normal Day,28375.391155,326.3399371371521,Hauts-de-France
2022-09-21,24,Summer,période 23,Normal Day,14251.358352,278.362918833705,Centre-Val de Loire
2022-09-21,32,Summer,période 23,Normal Day,28780.859058000002,326.41602880722326,Hauts-de-France
2022-09-22,24,Summer,période 23,Normal Day,14136.014891,281.1639727774086,Centre-Val de Loire
2022-09-22,32,Summer,période 23,Normal Day,28535.541363,328.9365400057476,Hauts-de-France
2022-09-23,24,Autumn,période 23,Normal Day,14270.126669,282.0539979282482,Centre-Val de Loire
2022-09-23,32,Autumn,période 23,Normal Day,28827.11977,328.23368418368136,Hauts-de-France
2022-09-24,24,Autumn,période 23,Week-end,14418.249622,265.14858133600563,Centre-Val de Loire
2022-09-24,32,Autumn,période 23,Week-end,29161.642763,308.9709904601801,Hauts-de-France
2022-09-25,24,Autumn,période 23,Week-end,14596.313774,258.2981218674834,Centre-Val de Loire
2022-09-25,32,Autumn,période 23,Week-end,29509.488872,306.1584568631146,Hauts-de-France
2022-09-26,24,Autumn,période 23,Normal Day,14884.312289,277.7942603809329,Centre-Val de Loire
2022-09-26,32,Autumn,période 23,Normal Day,30019.039198,323.48543881717245,Hauts-de-France
2022-09-27,24,Autumn,période 23,Normal Day,15228.927453,287.5193424773413,Centre-Val de Loire
2022-09-27,32,Autumn,période 23,Normal Day,30658.249666,334.6406072514554,Hauts-de-France
2022-09-28,24,Autumn,période 23,Normal Day,15535.630782,288.94074169145773,Centre-Val de Loire
2022-09-28,32,Autumn,période 23,Normal Day,31289.370532,335.3949031467193,Hauts-de-France
2022-09-29,24,Autumn,période 23,Normal Day,15717.178222,293.1986003116513,Centre-Val de Loire
2022-09-29,32,Autumn,période 23,Normal Day,31596.355108,342.6754241682313,Hauts-de-France
2022-09-30,24,Autumn,période 23,Normal Day,16109.128397,295.16957918920747,Centre-Val de Loire
2022-09-30,32,Autumn,période 23,Normal Day,32296.340298,343.27902015297593,Hauts-de-France
2022-10-01,24,Autumn,période 23,Week-end,16243.813029,275.52861167206,Centre-Val de Loire
2022-10-01,32,Autumn,période 23,Week-end,33365.821364,331.54627432660385,Hauts-de-France
2022-10-02,24,Autumn,période 23,Week-end,15605.51033,262.34700718130506,Centre-Val de Loire
2022-10-02,32,Autumn,période 23,Week-end,32238.556037,323.7060286008702,Hauts-de-France
2022-10-03,24,Autumn,période 23,Normal Day,15411.740938,278.2888405913944,Centre-Val de Loire
2022-10-03,32,Autumn,période 23,Normal Day,31814.611536,338.51519584966957,Hauts-de-France
2022-10-04,24,Autumn,période 23,Normal Day,15469.252908,285.9877827891346,Centre-Val de Loire
2022-10-04,32,Autumn,période 23,Normal Day,31945.904145,347.6230869397423,Hauts-de-France
2022-10-05,24,Autumn,période 23,Normal Day,15160.938758,279.6420087409481,Centre-Val de Loire
2022-10-05,32,Autumn,période 23,Normal Day,31413.004189,341.38307578452867,Hauts-de-France
2022-10-06,24,Autumn,période 23,Normal Day,14909.692729,279.5606230091392,Centre-Val de Loire
2022-10-06,32,Autumn,période 23,Normal Day,30882.491646,342.0989220465846,Hauts-de-France
2022-10-07,24,Autumn,période 23,Normal Day,15270.587202,281.82398388272367,Centre-Val de Loire
2022-10-07,32,Autumn,période 23,Normal Day,31608.862107,345.5292927390443,Hauts-de-France
2022-10-08,24,Autumn,période 23,Week-end,15440.200053,267.75238998994666,Centre-Val de Loire
2022-10-08,32,Autumn,période 23,Week-end,31968.800354,328.1229650265575,Hauts-de-France
2022-10-09,24,Autumn,période 23,Week-end,15902.50704,265.26016261029605,Centre-Val de Loire
2022-10-09,32,Autumn,période 23,Week-end,32897.001768,330.8723064444735,Hauts-de-France
2022-10-10,24,Autumn,période 23,Normal Day,15415.370414,277.14054189318125,Centre-Val de Loire
2022-10-10,32,Autumn,période 23,Normal Day,31960.741924,342.0088062041255,Hauts-de-France
2022-10-11,24,Autumn,période 23,Normal Day,15340.696436,281.425969571186,Centre-Val de Loire
2022-10-11,32,Autumn,période 23,Normal Day,31846.397933,349.65479916648684,Hauts-de-France
2022-10-12,24,Autumn,période 23,Normal Day,15799.448129,284.34849246464444,Centre-Val de Loire
2022-10-12,32,Autumn,période 23,Normal Day,32767.802265,352.2821029712055,Hauts-de-France
2022-10-13,24,Autumn,période 23,Normal Day,15792.318714,283.1960352146214,Centre-Val de Loire
2022-10-13,32,Autumn,période 23,Normal Day,32712.118903,351.59344006984634,Hauts-de-France
2022-10-14,24,Autumn,période 23,Normal Day,15716.644952,281.5271017973722,Centre-Val de Loire
2022-10-14,32,Autumn,période 23,Normal Day,32562.871036,349.9559125614618,Hauts-de-France
2022-10-15,24,Autumn,période 23,Week-end,15501.561748,264.7161357698499,Centre-Val de Loire
2022-10-15,32,Autumn,période 23,Week-end,32118.736472,328.33580932314857,Hauts-de-France
2022-10-16,24,Autumn,période 23,Week-end,15332.984115,257.34637911508327,Centre-Val de Loire
2022-10-16,32,Autumn,période 23,Week-end,31806.835481,325.38214940597015,Hauts-de-France
2022-10-17,24,Autumn,période 23,Normal Day,14886.131199,270.77080425849897,Centre-Val de Loire
2022-10-17,32,Autumn,période 23,Normal Day,30908.530989,338.52614028251196,Hauts-de-France
2022-10-18,24,Autumn,période 23,Normal Day,14707.517594,274.82946530600657,Centre-Val de Loire
2022-10-18,32,Autumn,période 23,Normal Day,30514.828961,344.33266852747266,Hauts-de-France
2022-10-19,24,Autumn,période 23,Normal Day,14772.445974,273.2548328494713,Centre-Val de Loire
2022-10-19,32,Autumn,période 23,Normal Day,30656.048804000002,341.62971343892247,Hauts-de-France
2022-10-20,24,Autumn,période 23,Normal Day,14649.675124,273.39539001391194,Centre-Val de Loire
2022-10-20,32,Autumn,période 23,Normal Day,30375.627096,342.1702157101842,Hauts-de-France
2022-10-21,24,Autumn,période 23,Normal Day,14823.266059,274.34561187966307,Centre-Val de Loire
2022-10-21,32,Autumn,période 23,Normal Day,30661.742143,343.5996019109971,Hauts-de-France
2022-10-22,24,Autumn,période 3,Week-end,15002.225316,260.25462687456496,Centre-Val de Loire
2022-10-22,32,Autumn,période 3,Week-end,30966.498234,324.29716033785905,Hauts-de-France
2022-10-23,24,Autumn,période 3,Week-end,14960.082721,254.22079543186902,Centre-Val de Loire
2022-10-23,32,Autumn,période 3,Week-end,30854.631985,322.5614518484426,Hauts-de-France
2022-10-24,24,Autumn,période 3,School Holidays,14972.899811,268.3989467324079,Centre-Val de Loire
2022-10-24,32,Autumn,période 3,School Holidays,30809.244903,334.8393518600533,Hauts-de-France
2022-10-25,24,Autumn,période 3,School Holidays,15186.210841,276.6484085953551,Centre-Val de Loire
2022-10-25,32,Autumn,période 3,School Holidays,31158.746457,344.4536133208798,Hauts-de-France
2022-10-26,24,Autumn,période 3,School Holidays,14942.669084,274.233729535959,Centre-Val de Loire
2022-10-26,32,Autumn,période 3,School Holidays,30660.646871,342.19563117760083,Hauts-de-France
2022-10-27,24,Autumn,période 3,School Holidays,14959.434127,274.6683670164308,Centre-Val de Loire
2022-10-27,32,Autumn,période 3,School Holidays,30595.869807,342.67321426185015,Hauts-de-France
2022-10-28,24,Autumn,période 3,School Holidays,14874.995681,274.7953006550488,Centre-Val de Loire
2022-10-28,32,Autumn,période 3,School Holidays,30407.528917,341.6466167101365,Hauts-de-France
2022-10-29,24,Autumn,période 3,Week-end,14806.816607,260.9428094076065,Centre-Val de Loire
2022-10-29,32,Autumn,période 3,Week-end,30234.462025,323.50239045120765,Hauts-de-France
2022-10-30,24,Autumn,période 3,Week-end,15487.482898,267.00050861193154,Centre-Val de Loire
2022-10-30,32,Autumn,période 3,Week-end,31569.298984,336.7494481878081,Hauts-de-France
2022-10-31,24,Autumn,période 3,School Holidays,15377.129286,271.9019773799958,Centre-Val de Loire
2022-10-31,32,Autumn,période 3,School Holidays,31302.940675,338.2014544424361,Hauts-de-France
2022-11-01,24,Autumn,période 3,National Holidays,15751.066727,274.84842470415225,Centre-Val de Loire
2022-11-01,32,Autumn,période 3,National Holidays,31964.902843,339.3351994518284,Hauts-de-France
2022-11-02,24,Autumn,période 3,School Holidays,16449.719011,288.3856303700353,Centre-Val de Loire
2022-11-02,32,Autumn,période 3,School Holidays,33260.220734,356.44940985257807,Hauts-de-France
2022-11-03,24,Autumn,période 3,School Holidays,17605.403808,300.44564555066637,Centre-Val de Loire
2022-11-03,32,Autumn,période 3,School Holidays,35331.043236,368.97281739816464,Hauts-de-France
2022-11-04,24,Autumn,période 3,School Holidays,19157.733089,316.6092978059977,Centre-Val de Loire
2022-11-04,32,Autumn,période 3,School Holidays,38075.693861,386.99149961504565,Hauts-de-France
2022-11-05,24,Autumn,période 3,Week-end,20664.054053,314.39271491427655,Centre-Val de Loire
2022-11-05,32,Autumn,période 3,Week-end,40757.265128,381.44441992178605,Hauts-de-France
2022-11-06,24,Autumn,période 3,Week-end,21012.221684,310.0186263911285,Centre-Val de Loire
2022-11-06,32,Autumn,période 3,Week-end,41335.249953,380.5408193165756,Hauts-de-France
2022-11-07,24,Autumn,période 24,Normal Day,19671.275665,312.5133289438592,Centre-Val de Loire
2022-11-07,32,Autumn,période 24,Normal Day,38776.19771,379.91468767546775,Hauts-de-France
2022-11-08,24,Autumn,période 24,Normal Day,19270.078917,315.17203698675115,Centre-Val de Loire
2022-11-08,32,Autumn,période 24,Normal Day,38016.525151,384.1525944906817,Hauts-de-France
2022-11-09,24,Autumn,période 24,Normal Day,19267.798174,313.52673409662765,Centre-Val de Loire
2022-11-09,32,Autumn,période 24,Normal Day,37963.683475,382.26618250258707,Hauts-de-France
2022-11-10,24,Autumn,période 24,Normal Day,20228.226393,326.73981072522986,Centre-Val de Loire
2022-11-10,32,Autumn,période 24,Normal Day,39512.809409,395.0076815241891,Hauts-de-France
2022-11-11,24,Autumn,période 24,National Holidays,20548.135983,320.1939492839693,Centre-Val de Loire
2022-11-11,32,Autumn,période 24,National Holidays,40018.64174,386.04840858038995,Hauts-de-France
2022-11-12,24,Autumn,période 24,Week-end,20575.552165,313.48415582508466,Centre-Val de Loire
2022-11-12,32,Autumn,période 24,Week-end,39975.521022,377.7714434348658,Hauts-de-France
2022-11-13,24,Autumn,période 24,Week-end,20904.676103,311.5761748431073,Centre-Val de Loire
2022-11-13,32,Autumn,période 24,Week-end,40538.975445,379.9838497550278,Hauts-de-France
2022-11-14,24,Autumn,période 24,Normal Day,21353.976524,330.2740701522448,Centre-Val de Loire
2022-11-14,32,Autumn,période 24,Normal Day,41364.21036,397.97707661619165,Hauts-de-France
2022-11-15,24,Autumn,période 24,Normal Day,21240.812399,334.73263664067946,Centre-Val de Loire
2022-11-15,32,Autumn,période 24,Normal Day,40989.847364,402.67901073603895,Hauts-de-France
2022-11-16,24,Autumn,période 24,Normal Day,21537.53958,333.90730946666537,Centre-Val de Loire
2022-11-16,32,Autumn,période 24,Normal Day,41418.959972,400.14964469040035,Hauts-de-France
2022-11-17,24,Autumn,période 24,Normal Day,21159.503841,335.1306549277402,Centre-Val de Loire
2022-11-17,32,Autumn,période 24,Normal Day,40593.975339,401.5009982445387,Hauts-de-France
2022-11-18,24,Autumn,période 24,Normal Day,22572.922921,347.5982698481176,Centre-Val de Loire
2022-11-18,32,Autumn,période 24,Normal Day,42924.937866,413.43680031303114,Hauts-de-France
2022-11-19,24,Autumn,période 24,Week-end,24737.57776,348.95821458104825,Centre-Val de Loire
2022-11-19,32,Autumn,période 24,Week-end,46536.410768,410.61720726964967,Hauts-de-France
2022-11-20,24,Autumn,période 24,Week-end,25689.806225,351.23147627415125,Centre-Val de Loire
2022-11-20,32,Autumn,période 24,Week-end,48159.598152,418.2030140747824,Hauts-de-France
2022-11-21,24,Autumn,période 24,Normal Day,26369.479005,373.311522683296,Centre-Val de Loire
2022-11-21,32,Autumn,période 24,Normal Day,49271.347015,438.6349471040239,Hauts-de-France
2022-11-22,24,Autumn,période 24,Normal Day,26696.973171,383.1055066009923,Centre-Val de Loire
2022-11-22,32,Autumn,période 24,Normal Day,49772.171601,449.7062646330758,Hauts-de-France
2022-11-23,24,Autumn,période 24,Normal Day,26214.050823,377.2547968818885,Centre-Val de Loire
2022-11-23,32,Autumn,période 24,Normal Day,48931.497513,442.08801199116954,Hauts-de-France
2022-11-24,24,Autumn,période 24,Normal Day,25509.505869,373.18677998355315,Centre-Val de Loire
2022-11-24,32,Autumn,période 24,Normal Day,47467.046065,437.3231129808927,Hauts-de-France
2022-11-25,24,Autumn,période 24,Normal Day,25280.876307,371.2868067125776,Centre-Val de Loire
2022-11-25,32,Autumn,période 24,Normal Day,47002.897618,433.83762651861304,Hauts-de-France
2022-11-26,24,Autumn,période 24,Week-end,27181.455578,369.5792124923107,Centre-Val de Loire
2022-11-26,32,Autumn,période 24,Week-end,50188.496864,428.5340071681323,Hauts-de-France
2022-11-27,24,Autumn,période 24,Week-end,27421.596121,365.68432967400724,Centre-Val de Loire
2022-11-27,32,Autumn,période 24,Week-end,50560.787607,429.0335564988025,Hauts-de-France
2022-11-28,24,Autumn,période 24,Normal Day,26542.140539,375.67566713725984,Centre-Val de Loire
2022-11-28,32,Autumn,période 24,Normal Day,48955.998433,436.73442200783165,Hauts-de-France
2022-11-29,24,Autumn,période 24,Normal Day,27746.820421,393.49511221157246,Centre-Val de Loire
2022-11-29,32,Autumn,période 24,Normal Day,51049.996376,459.0149890144582,Hauts-de-France
2022-11-30,24,Autumn,période 24,Normal Day,29045.341925,399.73647780222734,Centre-Val de Loire
2022-11-30,32,Autumn,période 24,Normal Day,53312.05031,463.1885619440909,Hauts-de-France
2022-12-01,24,Autumn,période 24,Normal Day,30344.877819,422.8099650842939,Centre-Val de Loire
2022-12-01,32,Autumn,période 24,Normal Day,55427.360342,481.4003932136333,Hauts-de-France
2022-12-02,24,Autumn,période 24,Normal Day,31775.245415,433.3525399647291,Centre-Val de Loire
2022-12-02,32,Autumn,période 24,Normal Day,57907.531128,493.83679863009456,Hauts-de-France
2022-12-03,24,Autumn,période 24,Week-end,33202.170598,427.4134015894873,Centre-Val de Loire
2022-12-03,32,Autumn,période 24,Week-end,60269.636287,485.6473599932066,Hauts-de-France
2022-12-04,24,Autumn,période 24,Week-end,33341.499204,426.53584241799683,Centre-Val de Loire
2022-12-04,32,Autumn,période 24,Week-end,60488.800199,488.2188592130705,Hauts-de-France
2022-12-05,24,Autumn,période 24,Normal Day,33335.356246,442.27498896295725,Centre-Val de Loire
2022-12-05,32,Autumn,période 24,Normal Day,60431.544522,502.6390884181968,Hauts-de-France
2022-12-06,24,Autumn,période 24,Normal Day,33651.927463,452.17641503521884,Centre-Val de Loire
2022-12-06,32,Autumn,période 24,Normal Day,60833.939486,512.2675260421893,Hauts-de-France
2022-12-07,24,Autumn,période 24,Normal Day,34028.814448,454.2082564068186,Centre-Val de Loire
2022-12-07,32,Autumn,période 24,Normal Day,61455.37005,511.9191637258018,Hauts-de-France
2022-12-08,24,Autumn,période 24,Normal Day,34999.126651,452.47660041960575,Centre-Val de Loire
2022-12-08,32,Autumn,période 24,Normal Day,62946.041486,497.48854290414926,Hauts-de-France
2022-12-09,24,Autumn,période 24,Normal Day,35538.894908,466.87987636361186,Centre-Val de Loire
2022-12-09,32,Autumn,période 24,Normal Day,63912.274338,526.8393449680563,Hauts-de-France
2022-12-10,24,Autumn,période 24,Week-end,37242.753345,462.77281858048093,Centre-Val de Loire
2022-12-10,32,Autumn,période 24,Week-end,66734.319145,518.0338006130286,Hauts-de-France
2022-12-11,24,Autumn,période 24,Week-end,39588.312369,483.16973304388137,Centre-Val de Loire
2022-12-11,32,Autumn,période 24,Week-end,70767.082088,546.4795203356263,Hauts-de-France
2022-12-12,24,Autumn,période 24,Normal Day,40662.833568,485.3486875710942,Centre-Val de Loire
2022-12-12,32,Autumn,période 24,Normal Day,72574.398434,530.6447250483545,Hauts-de-France
2022-12-13,24,Autumn,période 24,Normal Day,40222.597116,490.4585036252225,Centre-Val de Loire
2022-12-13,32,Autumn,période 24,Normal Day,71994.528645,535.3268340018448,Hauts-de-France
2022-12-14,24,Autumn,période 24,Normal Day,37172.077701,467.0307013996384,Centre-Val de Loire
2022-12-14,32,Autumn,période 24,Normal Day,66929.518269,512.3999140837971,Hauts-de-France
2022-12-15,24,Autumn,période 24,Normal Day,36993.704578,489.1174325099671,Centre-Val de Loire
2022-12-15,32,Autumn,période 24,Normal Day,66671.364167,549.8630665789951,Hauts-de-France
2022-12-16,24,Autumn,période 4,School Holidays,37857.253066,491.4458757336393,Centre-Val de Loire
2022-12-16,32,Autumn,période 4,School Holidays,68092.304195,553.2588990424222,Hauts-de-France
2022-12-17,24,Autumn,période 4,Week-end,41075.229482,499.8490799729386,Centre-Val de Loire
2022-12-17,32,Autumn,période 4,Week-end,73550.326747,558.6711150645559,Hauts-de-France
2022-12-18,24,Autumn,période 4,Week-end,40602.80886,491.2273611212108,Centre-Val de Loire
2022-12-18,32,Autumn,période 4,Week-end,72738.33487,561.1741239346129,Hauts-de-France
2022-12-19,24,Autumn,période 4,School Holidays,32852.580782,438.07130635944833,Centre-Val de Loire
2022-12-19,32,Autumn,période 4,School Holidays,59612.176544,501.55521645526164,Hauts-de-France
2022-12-20,24,Autumn,période 4,School Holidays,28745.33034,408.4482832996078,Centre-Val de Loire
2022-12-20,32,Autumn,période 4,School Holidays,52571.7327,468.08909685862034,Hauts-de-France
2022-12-21,24,Winter,période 4,School Holidays,27330.94865,394.49605635083077,Centre-Val de Loire
2022-12-21,32,Winter,période 4,School Holidays,50158.81626,452.4880382862954,Hauts-de-France
2022-12-22,24,Winter,période 4,School Holidays,26430.073338,385.70401175547545,Centre-Val de Loire
2022-12-22,32,Winter,période 4,School Holidays,48564.491259,443.84979383036267,Hauts-de-France
2022-12-23,24,Winter,période 4,School Holidays,25051.500934,369.4643666413626,Centre-Val de Loire
2022-12-23,32,Winter,période 4,School Holidays,46157.571461,425.15764326834454,Hauts-de-France
2022-12-24,24,Winter,période 4,Week-end,25642.109676,355.0018954871898,Centre-Val de Loire
2022-12-24,32,Winter,période 4,Week-end,47107.926183999996,406.9756948659638,Hauts-de-France
2022-12-25,24,Winter,période 4,National Holidays,24894.944389,345.5201715617272,Centre-Val de Loire
2022-12-25,32,Winter,période 4,National Holidays,45612.569626,401.17427840561555,Hauts-de-France
2022-12-26,24,Winter,période 4,School Holidays,25666.289657,359.81035444916796,Centre-Val de Loire
2022-12-26,32,Winter,période 4,School Holidays,47058.930455,414.51415090151784,Hauts-de-France
2022-12-27,24,Winter,période 4,School Holidays,28429.818505,390.60423683337575,Centre-Val de Loire
2022-12-27,32,Winter,période 4,School Holidays,51787.200277,447.3090368388479,Hauts-de-France
2022-12-28,24,Winter,période 4,School Holidays,28346.675936,388.41197925312343,Centre-Val de Loire
2022-12-28,32,Winter,période 4,School Holidays,51685.147099,445.54893126667764,Hauts-de-France
2022-12-29,24,Winter,période 4,School Holidays,27263.959451,384.1868425664689,Centre-Val de Loire
2022-12-29,32,Winter,période 4,School Holidays,49817.386178,440.66585024137714,Hauts-de-France
2022-12-30,24,Winter,période 4,School Holidays,27643.640319,382.02304426301856,Centre-Val de Loire
2022-12-30,32,Winter,période 4,School Holidays,50477.913663,438.60338094085114,Hauts-de-France
2022-12-31,24,Winter,période 4,Week-end,25048.852315,347.677783675317,Centre-Val de Loire
2022-12-31,32,Winter,période 4,Week-end,46079.278661,405.6547940189026,Hauts-de-France
2023-01-01,24,Winter,période 4,National Holidays,23365.40432,324.2337628715464,Centre-Val de Loire
2023-01-01,32,Winter,période 4,National Holidays,43439.824423,384.2395119781581,Hauts-de-France
2023-01-02,24,Winter,période 4,School Holidays,24222.340127,339.7911445428875,Centre-Val de Loire
2023-01-02,32,Winter,période 4,School Holidays,45099.806817,401.25683477494385,Hauts-de-France
2023-01-03,24,Winter,période 25,Normal Day,26348.646223,375.09321334724757,Centre-Val de Loire
2023-01-03,32,Winter,période 25,Normal Day,48725.833895,437.1220416448716,Hauts-de-France
2023-01-04,24,Winter,période 25,Normal Day,26249.730951999998,371.91590905692556,Centre-Val de Loire
2023-01-04,32,Winter,période 25,Normal Day,48469.970497,431.23195631617324,Hauts-de-France
2023-01-05,24,Winter,période 25,Normal Day,24595.54156,360.36229826988955,Centre-Val de Loire
2023-01-05,32,Winter,période 25,Normal Day,45558.829994,420.169904854672,Hauts-de-France
2023-01-06,24,Winter,période 25,Normal Day,24879.940941,361.5383561060837,Centre-Val de Loire
2023-01-06,32,Winter,période 25,Normal Day,46021.947362,420.7953915633337,Hauts-de-France
2023-01-07,24,Winter,période 25,Week-end,25908.947374,361.2953201375481,Centre-Val de Loire
2023-01-07,32,Winter,période 25,Week-end,47662.237691,415.3335291053813,Hauts-de-France
2023-01-08,24,Winter,période 25,Week-end,26312.703289,354.380364350229,Centre-Val de Loire
2023-01-08,32,Winter,période 25,Week-end,48349.685486,409.0617984717202,Hauts-de-France
2023-01-09,24,Winter,période 25,Normal Day,27999.913217,387.5637202360063,Centre-Val de Loire
2023-01-09,32,Winter,période 25,Normal Day,51193.532375,446.4476871544413,Hauts-de-France
2023-01-10,24,Winter,période 25,Normal Day,28537.855103,400.4216035076073,Centre-Val de Loire
2023-01-10,32,Winter,période 25,Normal Day,52005.48464,461.08676853425766,Hauts-de-France
2023-01-11,24,Winter,période 25,Normal Day,26948.883828,378.64970262788376,Centre-Val de Loire
2023-01-11,32,Winter,période 25,Normal Day,49274.698993,437.04228284298154,Hauts-de-France
2023-01-12,24,Winter,période 25,Normal Day,27024.674636,383.9966102222334,Centre-Val de Loire
2023-01-12,32,Winter,période 25,Normal Day,49306.886204,443.28898641645094,Hauts-de-France
2023-01-13,24,Winter,période 25,Normal Day,26725.93802,380.4513165691172,Centre-Val de Loire
2023-01-13,32,Winter,période 25,Normal Day,48644.484912,439.91887091403834,Hauts-de-France
2023-01-14,24,Winter,période 25,Week-end,27393.290965,375.31623753352375,Centre-Val de Loire
2023-01-14,32,Winter,période 25,Week-end,49687.396924,434.6341002428531,Hauts-de-France
2023-01-15,24,Winter,période 25,Week-end,28555.68833,376.46241906569696,Centre-Val de Loire
2023-01-15,32,Winter,période 25,Week-end,51564.550557,433.99754911280377,Hauts-de-France
2023-01-16,24,Winter,période 25,Normal Day,30941.158302,408.84744698396906,Centre-Val de Loire
2023-01-16,32,Winter,période 25,Normal Day,55327.530045,469.0099115808764,Hauts-de-France
2023-01-17,24,Winter,période 25,Normal Day,32754.44277,428.8361206067499,Centre-Val de Loire
2023-01-17,32,Winter,période 25,Normal Day,58242.046825,485.7250469822451,Hauts-de-France
2023-01-18,24,Winter,période 25,Normal Day,34981.947124,442.61119764667234,Centre-Val de Loire
2023-01-18,32,Winter,période 25,Normal Day,61798.094593,494.37917566258614,Hauts-de-France
